ids,text,aspect,sentiment,entity,attribute
B00KMRGF28_193_A20GPA6RDO8DT7:14,wish wait bit,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
290:5,work exactli like day take box,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
24:0,oh good happi camper,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B00D7Z84OY_3_A3Q8WSIN4LWVLK:1,thing laptop awesom except touchpad,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
154:3,week purchas comput begin slow,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_98_A1YYZDBT4D9GEA:3,price good,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00FU83YWS_202_A3SJE9OV4SEP8I:1,use trackpad well sensit hook mous,MOUSE#USABILITY,negative,MOUSE,USABILITY
168:2,fact spend webcam underscor valu machin,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B0096VDM8G_45_A2SPGNGEHWEP8R:3,con honestli zero con window pc user switch seamlessli run parallel need window,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
391:1,great os fabul improv exist line bump processor speed ad thunderbolt port,OS#GENERAL,positive,OS,GENERAL
B0096VDM8G_65_A1AQ8JT2A3UWMY:7,sound like washer,FANS_COOLING#QUALITY,negative,FANS_COOLING,QUALITY
230:0,hate,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
301:0,secur easi navig,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
B00KMRGF28_374_AS24VWQPFK1HB:11,major neg window though ymmv dell crapwar instal,SOFTWARE#GENERAL,negative,SOFTWARE,GENERAL
B00KB3MXH4_22_A106YGESUYA4BP:6,also regret go gb ram super fast,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
164:5,plu small reason light take work,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
64:1,much effort day asu replac,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
257:10,definit buy mac comput ever fail,COMPANY#GENERAL,positive,COMPANY,GENERAL
B00KMRGF28_335_A1FNSDXR0J2ITC:3,also press firmli key,KEYBOARD#USABILITY,negative,KEYBOARD,USABILITY
B00FU83YWS_216_A1GXCL1890WK2K:0,laptop nice,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_208_A2O3P3SPKVXD1W:1,amaz comput perfect school,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
284:1,glad buy great netbook low price,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B0096VDM8G_5_A2Q6ZHSO5QDPRQ:6,hardwar issu common appl product,COMPANY#GENERAL,positive,COMPANY,GENERAL
257:8,use iphoto time great program anyon photographi amateur expert alik,SOFTWARE#MISCELLANEOUS,positive,SOFTWARE,MISCELLANEOUS
380:6,would recommend someon need cheap laptop semi decent game capabl,LAPTOP#MISCELLANEOUS,neutral,LAPTOP,MISCELLANEOUS
6:8,lose two item work figur happen,MOUSE#USABILITY,negative,MOUSE,USABILITY
B00KMRGF28_98_A1YYZDBT4D9GEA:1,thought would cd rom drive be not one,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
216:0,buy lap top charg time dosen last long say like hour,BATTERY#OPERATION_PERFORMANCE,negative,BATTERY,OPERATION_PERFORMANCE
246:1,use mac time love softwar way take short time load thing easi use worri virus,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
B00KMRGF28_175_A3F52XJ7SM4P7:1,come instruct book back cd alreadi crash,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
B0096VDM8G_27_A11NFW8ZFX723Z:0,glare glossi retina display unbear,DISPLAY#QUALITY,negative,DISPLAY,QUALITY
172:1,awesom graphic assur secur perfect,GRAPHICS#GENERAL,positive,GRAPHICS,GENERAL
318:2,great product appl new great look design,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
269:7,fall cd drive find cheap also portabl make good friend someon alway look space,LAPTOP#DESIGN_FEATURES,neutral,LAPTOP,DESIGN_FEATURES
345:3,keyboard alright plate around cheap plastic make hollow sound use mous command button,KEYBOARD#GENERAL,neutral,KEYBOARD,GENERAL
380:6,would recommend someon need cheap laptop semi decent game capabl,LAPTOP#PRICE,positive,LAPTOP,PRICE
385:4,work fine wireless problem,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
211:3,wast time money,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
148:3,dell suck,COMPANY#GENERAL,negative,COMPANY,GENERAL
289:4,buy anoth comput would definetli buy acer one comput,COMPANY#GENERAL,positive,COMPANY,GENERAL
306:7,addit caveat base instal come toshiba specif softwar may may user like,SOFTWARE#DESIGN_FEATURES,neutral,SOFTWARE,DESIGN_FEATURES
366:5,love easi see screen work well work persoal play,DISPLAY#USABILITY,positive,DISPLAY,USABILITY
B00FU83YWS_61_A1TAIZR02ODKET:1,w pro w pro upgrad nice frequent freez second,OS#OPERATION_PERFORMANCE,negative,OS,OPERATION_PERFORMANCE
196:5,small enough take pretti much anywher still big enough screen get everyth do,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
310:1,everyth comput check email facebook shop check blog write paper listen music even watch movi sinc tv,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
B00KMRGF28_98_A1YYZDBT4D9GEA:2,also wish port plug internet cord sometim wifi router like work,LAPTOP#CONNECTIVITY,negative,LAPTOP,CONNECTIVITY
B00AH4A950_12_A2ZZTFOQZCX629:1,find often get slow restart usual,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_387_A2CWJW76X1NX01:0,like design rather sleek light,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
307:8,offic compat featur function new might well save money learn pre instal mac program,SOFTWARE#OPERATION_PERFORMANCE,neutral,SOFTWARE,OPERATION_PERFORMANCE
122:1,weak bad videocard,GRAPHICS#GENERAL,negative,GRAPHICS,GENERAL
189:17,realist speechless,GRAPHICS#QUALITY,positive,GRAPHICS,QUALITY
231:3,keep internet signal matter bring,LAPTOP#CONNECTIVITY,negative,LAPTOP,CONNECTIVITY
100:5,like compani toshiba brand never buy anoth one put worth,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
82:3,definit superior product,COMPANY#GENERAL,positive,COMPANY,GENERAL
B0096VDM8G_47_ADVH60401PIPV:2,retina display fantast,DISPLAY#GENERAL,positive,DISPLAY,GENERAL
B00FU83YWS_17_A222CVY87OUZ2U:1,turn beep,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
303:4,huge comput person love anykind comput work well get one happi way work run amaz,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B0096VDM8G_34_A1B3PJ2QZABWXO:0,great laptop appl,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
288:19,look close perform spec compar take grant featur standard,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
38:5,highli recommend laptop anybodi want great perform laptop would like relax becom enrag cur god throw laptop door,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
257:5,also lightweight make transport comput easi,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B00KMRGF28_213_A1HYE6WQREOY5C:3,junkwar,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B0096VDM8G_32_ARJBI2V6ET8A4:5,thing work fluid easi use understand fast work well,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
B00KMRGF28_12_A25B2Q7A775WAE:3,surpris overal qualiti price,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
19:2,break easili,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
B00FU83YWS_205_ALTYOQRHM0AP7:1,averag perform almost everi benchmark price accordingli,LAPTOP#OPERATION_PERFORMANCE,neutral,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_349_AHASB3H3S2SRN:1,look realiz crap,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
351:1,he design forc place variou connect around comput leave right front,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
B00D7Z84OY_19_A2KZTN24NDPI8P:2,processor feel pressur even though run medium scale program watch way exhaust speed increa,CPU#OPERATION_PERFORMANCE,negative,CPU,OPERATION_PERFORMANCE
202:4,next laptop also mac,COMPANY#GENERAL,positive,COMPANY,GENERAL
288:9,troubl find case would fit,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
369:3,also love small conveni size laptop make perfect tool academ studi,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
288:2,machin deliv,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
256:2,make switch find big problem tri thing old way appl inde well idea,COMPANY#GENERAL,positive,COMPANY,GENERAL
329:3,would like trendi high tech featur,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
3:2,everyth design os simpl point,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
B00KMRGF28_193_A20GPA6RDO8DT7:8,even gb ram bare chug tab open,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_187_A13MKZMIR0KM7W:2,feel like solid state,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
B0096VDM8G_5_A2Q6ZHSO5QDPRQ:5,hd display sensat watch movi enjoy experi,DISPLAY#QUALITY,positive,DISPLAY,QUALITY
366:6,tell everyon see look get anoth toshiba,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
36:10,mention shit gig,HARD_DISC#DESIGN_FEATURES,negative,HARD_DISC,DESIGN_FEATURES
B00KMRGF28_145_A1X3Y4R5C1S4JH:4,fine free subscript go pain start ask spend money everi time login,SOFTWARE#MISCELLANEOUS,negative,SOFTWARE,MISCELLANEOUS
B0096VDM8G_5_A2Q6ZHSO5QDPRQ:0,buy comput appl store impress,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
292:1,eas use top servic appl phone assist belli geniu bar beat,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
159:1,love th notebook,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_186_A8O7SW93D9BW1:1,easi setup deliv function need,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
371:2,price purpos awesom,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
B00FU83YWS_5_A32LJA5R33Y631:5,would shop around well one,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
301:0,secur easi navig,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
21:2,hate display screen do everyth could chang,DISPLAY#GENERAL,negative,DISPLAY,GENERAL
264:3,highli recommend comput student look solid machin get colleg,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
47:0,awesom laptop perfect size carri around colleg,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
48:5,screen larg crystal clear amaz color resolut,DISPLAY#QUALITY,positive,DISPLAY,QUALITY
196:4,love comput,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
168:0,right box littl netbook everyth ask includ stream everyday video bind encount check mail websit big complaint previous,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
B00FU83YWS_277_AZH4JFP4U8IVR:0,slow complic disappoint,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_389_A39AJESZOC4H6J:3,much rather bite bullet spend littl product actual meet minimum comput expect,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
10:0,laptop realli good goe realli fast way thought would run,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_78_AX6U6FG5HD88L:3,b dvd cd player,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B00FU83YWS_12_A35C5C6W0TIZA8:2,two month power cord pin break compani replac cd drive liter jump laptop unannounc shatter million piec,OPTICAL_DRIVES#QUALITY,negative,OPTICAL_DRIVES,QUALITY
B00D7Z84OY_3_A3Q8WSIN4LWVLK:11,small touchpad would make life easy comput scienc student peopl much easy,MOUSE#USABILITY,negative,MOUSE,USABILITY
102:5,take shop say would cost much repair,SUPPORT#PRICE,negative,SUPPORT,PRICE
320:1,laptop bad first day use bring back store return money,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
58:8,itun handi music manag program essenti anyon ipod,SOFTWARE#USABILITY,positive,SOFTWARE,USABILITY
274:2,never shut comput unexpectedli comput never freeze,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
340:2,use extern speaker sound good,MULTIMEDIA_DEVICES#QUALITY,positive,MULTIMEDIA_DEVICES,QUALITY
243:0,featur power want replac desktop machin,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
139:2,eventu screen go blank comput would turn,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
165:0,mani wonder featur benefit new macbook,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
70:3,love,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
389:1,mayb cut edg satellit ld workhor,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
364:2,deliveri fast would hesit purchas laptop,SHIPPING#QUALITY,positive,SHIPPING,QUALITY
B00FU83YWS_19_A1MBI7JFXKWNWS:4,glad dvd drive,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
171:5,macbook start fast crash fantast display small light model alway complain updat lose connect error blue screen etc,DISPLAY#GENERAL,positive,DISPLAY,GENERAL
34:4,book useless,LAPTOP#MISCELLANEOUS,negative,LAPTOP,MISCELLANEOUS
42:3,bein shop get new hardriv time fix touch control button keyboard,HARD_DISC#QUALITY,negative,HARD_DISC,QUALITY
B00KMRGF28_176_A7M27ZVQA4N2X:10,excel buy,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
10:2,realli cheap will not regret buy,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00AH4A950_14_A3ODX2HCMPBUCA:1,overal build qualiti cheap,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
391:11,good get stock screen glossi,DISPLAY#QUALITY,negative,DISPLAY,QUALITY
159:0,imag great soud excel,DISPLAY#QUALITY,positive,DISPLAY,QUALITY
164:6,also travel never give problem,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
28:1,speaker small real use,MULTIMEDIA_DEVICES#USABILITY,negative,MULTIMEDIA_DEVICES,USABILITY
B00KMRGF28_47_A1K5HRS73WO4T6:0,poor qualiti lap top,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
376:1,fast anoth thing like three usb port,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
171:4,hous macbook,COMPANY#GENERAL,positive,COMPANY,GENERAL
307:2,nice learn featur happi sophist comput,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B00KMRGF28_341_A23O6JB0TUPOJG:0,ethernet outlet,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
115:13,still seem littl lose far seem hang,POWER_SUPPLY#QUALITY,negative,POWER_SUPPLY,QUALITY
154:8,vista unabl instal uninstal program,LAPTOP#USABILITY,negative,LAPTOP,USABILITY
41:2,hour batteri life web brow word edit make perfect classroom offic term game movi play batteri life hour,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
40:3,super easi use,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
97:11,get stuck time use keep tap get work,KEYBOARD#USABILITY,negative,KEYBOARD,USABILITY
154:1,everyth fall apart intern extern,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
281:1,meet exceed need compact travel devic,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
170:0,hour batteri life,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
352:5,click,MOUSE#QUALITY,negative,MOUSE,QUALITY
206:0,good everi day comput web brow,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
391:13,reflect display minor inconveni work control light environ like prefer dark crank bright,DISPLAY#QUALITY,neutral,DISPLAY,QUALITY
B00D7Z84OY_3_A3Q8WSIN4LWVLK:5,love complet,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_31_AQRNSQCH3NRA5:0,impress comput inexpen qualiti,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00FU83YWS_260_A2YQ3TFBY1MASP:12,idea take room make sen,LAPTOP#MISCELLANEOUS,negative,LAPTOP,MISCELLANEOUS
296:3,big screen allow enjoy watch movi pictur etc,DISPLAY#DESIGN_FEATURES,positive,DISPLAY,DESIGN_FEATURES
B0096VDM8G_85_A333WUOS73QYJ6:1,build perfect screen fantast bit problem fact buy adaptor nearli everyth vga cabl ethernet cabl almost perfect,LAPTOP#USABILITY,negative,LAPTOP,USABILITY
386:0,great quick laptop money,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
95:1,take geek squad guy get fix virus time even month,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
239:4,nice portabl definit decent enough system keep entertain sit airplan coupl hour hotel take care last minut detail document,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
324:3,work fine,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_258_A2TSDHTJ0H7733:4,wait find high qualiti comput,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
1:1,laptop insan,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00AH4A950_2_A2ST2XNUI1FB38:2,bootup time amaz batteri life decent great slim form factor,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
6:11,absolut horribl use despit call advanc featur,LAPTOP#USABILITY,negative,LAPTOP,USABILITY
B00KMRGF28_185_A1JE1DCYMIWKJ4:3,good starter comput extrem light wallet,LAPTOP#PRICE,positive,LAPTOP,PRICE
B00FU83YWS_65_A1KQSBBXF0PT6J:0,fast good steam game,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
374:12,would recommend internet speed probabl that thing realli care,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
25:2,get blue screen death first month get,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
386:1,right size weight portabl,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
290:4,fast one program open sixteen open,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
78:0,nice size laptop lot process power long batteri life,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
204:4,easi use great screen qualiti everi light weight,DISPLAY#QUALITY,positive,DISPLAY,QUALITY
42:2,probbl bad decis ever make,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B00KMRGF28_110_A1DQBA28Z04UI1:3,pleas peopl do not make mistak,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B0096VDM8G_29_A1JFXUCXT356UK:7,littl bit learn curv keyboard shortcut,KEYBOARD#USABILITY,neutral,KEYBOARD,USABILITY
B00KMRGF28_163_A2D8S1LRNDVO7T:0,happi laptop beatiful nt slow,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B0096VDM8G_16_A1O57E5JJJCTEU:0,comput period crash offic iphoto safari,SOFTWARE#OPERATION_PERFORMANCE,negative,SOFTWARE,OPERATION_PERFORMANCE
B00KMRGF28_194_A22LSPFBF3E1XJ:4,new order upgrad window realli catch eye get long haul,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
92:14,unless want inconvenienc non work power suppli find replac make attach small,POWER_SUPPLY#OPERATION_PERFORMANCE,negative,POWER_SUPPLY,OPERATION_PERFORMANCE
306:5,play first person shooter mind want run ms offic email chat download video listen music certain fruit name music store look highli portabl yet power netbook highli recommend check,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
B00FU83YWS_65_A1KQSBBXF0PT6J:2,keyboard sound great matt screen work well,DISPLAY#OPERATION_PERFORMANCE,positive,DISPLAY,OPERATION_PERFORMANCE
288:7,would load long trip lot walk requir,LAPTOP#PORTABILITY,negative,LAPTOP,PORTABILITY
155:5,call toshiba would anyth even tri charg phone call even though offer technic support,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
292:3,run littl warm neglig concern,LAPTOP#QUALITY,neutral,LAPTOP,QUALITY
341:0,overal plea toshiba satellit like extra featur love window home premium,OS#GENERAL,positive,OS,GENERAL
B00FU83YWS_5_A32LJA5R33Y631:1,stop work day purchas,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
292:2,suffic say macbook pro keep go long batteri life blaze speed,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
B00D7Z84OY_6_A3LVQPXOZD4VIT:5,use love hp product sour whole compani,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
303:0,love use esay light,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
22:7,cool system malfunct minut gener use would move past error,FANS_COOLING#QUALITY,negative,FANS_COOLING,QUALITY
239:6,screen video resolut increa higher resolut x,DISPLAY#QUALITY,negative,DISPLAY,QUALITY
41:3,also energi effici run quarter power take run watt lightbulb,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
72:4,graphic art retir instructor still love play graphic photo clip art,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
319:3,problem,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_212_A22IB8C8G5YVZD:1,use school quick everyth need,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
337:0,love product toshiba,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
82:1,love,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00FU83YWS_199_A3HRW8G7BZK0CX:4,see grab,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
276:2,love easi use well school start teach kid earli comput easi get start,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
350:1,realli sure want spend kind money,LAPTOP#PRICE,negative,LAPTOP,PRICE
240:0,great product easi use great graphic,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
B00AH4A950_10_A3H2VORR2TBEXA:0,like,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
275:2,perfect field,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
B00KMRGF28_193_A20GPA6RDO8DT7:3,first thing say posit laptop light make realli portabl rel clear screen bonu,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
165:3,laptop fast liter learn dynamo watch onlin tutori,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
143:3,littl year own macbook pro monitor complet die,DISPLAY#QUALITY,negative,DISPLAY,QUALITY
B00KMRGF28_341_A23O6JB0TUPOJG:0,ethernet outlet,LAPTOP#CONNECTIVITY,negative,LAPTOP,CONNECTIVITY
273:2,unibodi design edgi durabl,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
38:5,highli recommend laptop anybodi want great perform laptop would like relax becom enrag cur god throw laptop door,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_106_AGNDXNERJ5L83:0,love laptop,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00D7Z84OY_18_A293J8GU1DRRJ5:2,great sound qualiti,MULTIMEDIA_DEVICES#QUALITY,positive,MULTIMEDIA_DEVICES,QUALITY
377:2,thing batteri last hour,BATTERY#OPERATION_PERFORMANCE,negative,BATTERY,OPERATION_PERFORMANCE
298:1,big hd well graphic card bid hd,HARD_DISC#DESIGN_FEATURES,positive,HARD_DISC,DESIGN_FEATURES
